inmobiliaria_nombre,inmobiliaria_imagen,proyecto_nombre,proyecto_etapa,proyecto_precio,proyecto_direccion,proyecto_link,proyecto_imagen,proyecto_distrito,ubigeo_id
ABRIL GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/abril-grupo-inmobiliario-ft/logo-426-20250411103938.png,MONTECARLO,En Planos,278829,Jr. Sánchez Cerro 1960,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-4039-montecarlo-jesus-maria-lima-lima-abril-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/abril-grupo-inmobiliario-ft/4039-montecarlo/departamentos-jesus-maria-6913a33d42466_xm.jpg,Jesus Maria,150113
CIMENTARES GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/cimentares-grupo-inmobiliario/logo-334-20231027061807.jpg,RESIDENCIAL FRUTALES,Entrega Inmediata,810480,Av.Los Frutales Nº 819 ,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1628-residencial-frutales-la-molina-lima-lima-cimentares-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/cimentares-grupo-inmobiliario/1628-residencial-frutales/departamentos-la-molina-609ec7e7efff3_xm.jpg,La Molina,150114
MIRANO,https://e.nexoinmobiliario.pe/customers/inversiones-mirano-sac/logo-30-20250513135530.jpg,Sunny Park -  La Molina,En Planos,740462,Jr. Centenario S/N ,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3445-sunny-park-la-molina-la-molina-lima-lima-mirano,https://e.nexoinmobiliario.pe/customers/inversiones-mirano-sac/3445-sunny-park-la-molina/departamentos-la-molina-68fa9af0da2f5_xm.jpg,La Molina,150114
PAZ,https://e.nexoinmobiliario.pe/customers/paz/logo-22-20250912110933.jpg,Escala,Entrega Inmediata,463660,Avenida Galvez Barrenechea 200,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2059-escala-la-victoria-lima-lima-paz,https://e.nexoinmobiliario.pe/customers/paz/2059-escala/departamentos-la-victoria-691ccd3d8df3b_xm.jpg,La Victoria,150115
URBANA PERÚ,https://e.nexoinmobiliario.pe/customers/urbana-peru/logo-84-20231027061800.jpg,Hope,Entrega Inmediata,360800,A.V Canada 1075 ,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2075-hope-la-victoria-lima-lima-urbana-perú,https://e.nexoinmobiliario.pe/customers/urbana-peru/2075-hope/departamentos-la-victoria-6039898d99589_xm.jpg,La Victoria,150115
GRUPO LAR,https://e.nexoinmobiliario.pe/customers/grupo-lar/logo-225-20250912141016.jpg,Elant | Fase 2,Entrega Inmediata,291000,"Av. Canadá 185, La Victoria",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2194-elant-fase-2-la-victoria-lima-lima-grupo-lar,https://e.nexoinmobiliario.pe/customers/grupo-lar/2194-elant-fase-2/departamentos-la-victoria-67f3f35699afc_xm.jpg,La Victoria,150115
PAZ,https://e.nexoinmobiliario.pe/customers/paz/logo-22-20250912110933.jpg,Residencial Real,Entrega Inmediata,238301,Av. Paseo de la República 1233,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2295-residencial-real-la-victoria-lima-lima-paz,https://e.nexoinmobiliario.pe/customers/paz/2295-residencial-real/departamentos-la-victoria-69208cd946108_xm.jpg,La Victoria,150115
URBANA PERÚ,https://e.nexoinmobiliario.pe/customers/urbana-peru/logo-84-20231027061800.jpg,TEMPO 2,Entrega Inmediata,469000,Av. Paseo de la República 2099 – Santa Catalina,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2340-tempo-2-la-victoria-lima-lima-urbana-perú,https://e.nexoinmobiliario.pe/customers/urbana-peru/2340-tempo-2/departamentos-la-victoria-65e0ea00a4920_xm.jpg,La Victoria,150115
GRUPO SOL,https://e.nexoinmobiliario.pe/customers/grupo-sol/logo-250-20250912115430.jpg,GREEN VIEW,Entrega Inmediata,1059000,Jr. Luis Espejo 1053,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2384-green-view-la-victoria-lima-lima-grupo-sol,https://e.nexoinmobiliario.pe/customers/grupo-sol/2384-green-view/departamentos-la-victoria-68f170e6b2691_xm.jpg,La Victoria,150115
ABRIL GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/abril-grupo-inmobiliario/logo-87-20250422120904.jpg,Sauco,Entrega Inmediata,422898,Av. Javier Prado Este 1091,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2678-sauco-la-victoria-lima-lima-abril-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/abril-grupo-inmobiliario/2678-sauco/departamentos-la-victoria-68fa91b8662b6_xm.jpg,La Victoria,150115
GRUPO LAR,https://e.nexoinmobiliario.pe/customers/grupo-lar/logo-225-20250912141016.jpg,Hara | Etapa 5,En Construcción,299902,"Calle Fermin tanguis 160, La victoria",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2698-hara-etapa-5-la-victoria-lima-lima-grupo-lar,https://e.nexoinmobiliario.pe/customers/grupo-lar/2698-hara-etapa-5/departamentos-la-victoria-6899ffc8a7601_xm.jpg,La Victoria,150115
QUATRO INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/quatro-inmobiliaria/logo-27-20250912111202.jpg,Cor Tower,Entrega Inmediata,375873,"Avenida José de Rivadeneyra 1093, La Victoria",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2741-cor-tower-la-victoria-lima-lima-quatro-inmobiliaria,https://e.nexoinmobiliario.pe/customers/quatro-inmobiliaria/2741-cor-tower/departamentos-la-victoria-68f68531bee41_xm.jpg,La Victoria,150115
GDC INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/gdc-inmobiliaria/logo-421-20250912123306.jpg,Park Prado,En Construcción,344217,Av Javier Prado Este 1035,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2775-park-prado-la-victoria-lima-lima-gdc-inmobiliaria,https://e.nexoinmobiliario.pe/customers/gdc-peru/2775-park-prado/departamentos-la-victoria-675a03e292129_xm.jpg,La Victoria,150115
HL DESARROLLOS INMOBILIARIOS,https://e.nexoinmobiliario.pe/customers/hl-desarrollos-inmobiliarios/logo-474-20250912123147.jpg,Family Apartments,Entrega Inmediata,337963,Jr. Alberto Barton 270 Esq. Jr. Ricardo Flores,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2796-family-apartments-la-victoria-lima-lima-hl-desarrollos-inmobiliarios,https://e.nexoinmobiliario.pe/customers/hl-desarrollos-inmobiliarios/2796-family-apartments/departamentos-la-victoria-68f28333517f8_xm.jpg,La Victoria,150115
GRUPO LAR,https://e.nexoinmobiliario.pe/customers/grupo-lar/logo-225-20250912141016.jpg,Zendai | Fase 1,En Construcción,292052,Jiron Francisco Graña 153,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2847-zendai-fase-1-la-victoria-lima-lima-grupo-lar,https://e.nexoinmobiliario.pe/customers/grupo-lar/2847-zendai/departamentos-la-victoria-67f3fc39d73e8_xm.jpg,La Victoria,150115
PAZ,https://e.nexoinmobiliario.pe/customers/paz/logo-22-20250912110933.jpg,Residencial Real Etapa 2,Entrega Inmediata,246139,"Jr. Francia N° 130, La Victoria",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2911-residencial-real-etapa-2-la-victoria-lima-lima-paz,https://e.nexoinmobiliario.pe/customers/paz/2911-residencial-real-etapa-2/departamentos-la-victoria-6920a012b6a5a_xm.jpg,La Victoria,150115
BALANCE GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/balance-grupo-inmobiliario/logo-304-20231027061807.jpg,HERCELLES,En Construcción,234000,Jirón Oswaldo Hercelles 266,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3119-hercelles-la-victoria-lima-lima-balance-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/balance-grupo-inmobiliario/3119-hercelles/departamentos-la-victoria-688a8de0d1b62_xm.jpg,La Victoria,150115
GRUPO T&C,https://e.nexoinmobiliario.pe/customers/grupo-t-c/logo-63-20251201094022.png,Catalina Sky,En Planos,234761,"Av. Nicolás Arriola 131, Santa Catalina",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3470-catalina-sky-la-victoria-lima-lima-grupo-t-c,https://e.nexoinmobiliario.pe/customers/grupo-t-c/3470-catalina-sky/departamentos-la-victoria-6879341a6c73c_xm.jpg,La Victoria,150115
ABRIL GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/abril-grupo-inmobiliario-ft/logo-426-20250411103938.png,Pino,En Planos,246965,Av. Nicolas Arriola 198,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3579-pino-la-victoria-lima-lima-abril-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/abril-grupo-inmobiliario-ft/3579-pino/departamentos-la-victoria-68261a7933911_xm.jpg,La Victoria,150115
V&V GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/v-v-grupo-inmobiliario/logo-130-20231031163109.jpg,VILLARÁN,En Planos,274000,"Av. Carlos Villarán 302, La Victoria",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3608-villaran-la-victoria-lima-lima-v-v-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/v-v-grupo-inmobiliario/3608-c-villaran-302/departamentos-la-victoria-67523761583ce_xm.jpg,La Victoria,150115
NOI INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/noi-inmobiliaria/logo-355-20250912122229.jpg,560 Place,En Planos,282800,"Avenida Esteban Campodónico 560, Santa Catalina",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3640-560-place-la-victoria-lima-lima-noi-inmobiliaria,https://e.nexoinmobiliario.pe/customers/fg-edificaciones/3640-560-place/departamentos-la-victoria-67997175730e1_xm.jpg,La Victoria,150115
GRUPO LAR,https://e.nexoinmobiliario.pe/customers/grupo-lar/logo-225-20250912141016.jpg,Elant | Fase 3,En Planos,269000,"Av. Canadá 185, La Victoria",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3661-elant-fase-3-la-victoria-lima-lima-grupo-lar,https://e.nexoinmobiliario.pe/customers/grupo-lar/3661-elant-fase-3/departamentos-la-victoria-68962fe22880b_xm.jpg,La Victoria,150115
INVENT,https://e.nexoinmobiliario.pe/customers/invent/logo-268-20231027061805.jpg,FORTIVA,En Planos,264600,Calle Villarán 820,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3665-fortiva-la-victoria-lima-lima-invent,https://e.nexoinmobiliario.pe/customers/invent/3665-fortiva/departamentos-la-victoria-692dc4688a5cb_xm.jpg,La Victoria,150115
PROYEC INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/proyec-inmobiliaria/logo-246-20250707153506.png,CAPRI Santa Catalina,En Planos,263283,Pasaje Capri 120,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3746-capri-santa-catalina-la-victoria-lima-lima-proyec-inmobiliaria,https://e.nexoinmobiliario.pe/customers/proyec-inmobiliaria/3746-capri-santa-catalina/departamentos-la-victoria-68d1c723132c5_xm.jpg,La Victoria,150115
CASAIDEAL INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/casaideal-inmobiliaria/logo-53-20250912112032.jpg,VÖN,En Planos,257200,"Av. Carlos Villarán 810, Santa Catalina",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3776-v-n-la-victoria-lima-lima-casaideal-inmobiliaria,https://e.nexoinmobiliario.pe/customers/casaideal-inmobiliaria/3776-v-n/departamentos-la-victoria-68ed71d120d5d_xm.jpg,La Victoria,150115
GHS CONSTRUCTORA,https://e.nexoinmobiliario.pe/customers/ghs-constructora/logo-504-20250930093213.jpg,Catalina View,En Planos,287655,"Av. Esteban Campodonico 310, Santa Catalina, La Victoria",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3864-catalina-view-la-victoria-lima-lima-ghs-constructora,https://e.nexoinmobiliario.pe/customers/ghs-constructora/3864-catalina-view/departamentos-la-victoria-689e14cfae4dc_xm.jpg,La Victoria,150115
GRUPO LAR,https://e.nexoinmobiliario.pe/customers/grupo-lar/logo-225-20250912141016.jpg,Zendai | Fase 2,En Planos,290171,Jiron Francisco Graña 153,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3891-zendai-fase-2-la-victoria-lima-lima-grupo-lar,https://e.nexoinmobiliario.pe/customers/grupo-lar/3891-zendai-fase-2/departamentos-la-victoria-68df228fecc7a_xm.jpg,La Victoria,150115
V&V GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/v-v-grupo-inmobiliario/logo-130-20231031163109.jpg,CALIA PARK - SANTA CATALINA,En Planos,226000,"Jorge Salazar Araoz 171, Santa Catalina",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3913-calia-park-santa-catalina-la-victoria-lima-lima-v-v-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/v-v-grupo-inmobiliario/3913-torre-santa-catalina/departamentos-la-victoria-68a8f52738b81_xm.jpg,La Victoria,150115
PISONAY INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/pisonay-inmobiliaria/logo-441-20250912123645.jpg,CAPITAL,En Planos,210184,Av. Paseo de la República 1235,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3956-capital-la-victoria-lima-lima-pisonay-inmobiliaria,https://e.nexoinmobiliario.pe/customers/pisonay-inmobiliaria/3956-capital/departamentos-la-victoria-68f965452e60c_xm.jpg,La Victoria,150115
INITALIA,https://e.nexoinmobiliario.pe/customers/initalia/logo-254-20250912115709.png,CENTRIC Dos de Mayo- Lince,Entrega Inmediata,421200,Arenales 2570,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1810-centric-dos-de-mayo-lince-lince-lima-lima-initalia,https://e.nexoinmobiliario.pe/customers/desarrollos-inmobiliarios-comar-sac/1810-barrio-dos-de-mayo-lince/departamentos-lince-5fa569788eb60_xm.jpg,Lince,150116
ALERCES INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/alerces-inmobiliaria/logo-183-20250912114550.png,Esencial,Entrega Inmediata,519000,Av César Vallejo 1445 ,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1991-esencial-lince-lima-lima-alerces-inmobiliaria,https://e.nexoinmobiliario.pe/customers/alerces-inmobiliaria/1991-esencial/departamentos-lince-68dabbdd3b0f2_xm.jpg,Lince,150116
TORATTO GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/toratto-grupo-inmobiliario/logo-381-20250909173510.jpg,TOSCANA,Entrega Inmediata,502388,Jr. Alayza y Roel N° 2616 ,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2064-toscana-lince-lima-lima-toratto-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/toratto-grupo-inmobiliario/2064-toscana/departamentos-lince-691f24b6ef1f1_xm.jpg,Lince,150116
TORATTO GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/toratto-grupo-inmobiliario/logo-381-20250909173510.jpg,LIVORNO,Entrega Inmediata,538992,Av. Trinidad Moran 331,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2199-livorno-lince-lima-lima-toratto-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/toratto-grupo-inmobiliario/2199-livorno/departamentos-lince-691f24e29c429_xm.jpg,Lince,150116
GRUPO T&C,https://e.nexoinmobiliario.pe/customers/grupo-t-c/logo-63-20251201094022.png,VALLEJO LIVING,Entrega Inmediata,211850,Av. Cesar Vallejo 320,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2334-vallejo-living-lince-lima-lima-grupo-t-c,https://e.nexoinmobiliario.pe/customers/grupo-t-c/2334-vallejo-living/departamentos-lince-692f6e6abdd85_xm.jpg,Lince,150116
PROCITY,https://e.nexoinmobiliario.pe/customers/procity/logo-146-20250912114124.jpg,LIBERTY ONE,Entrega Inmediata,765819,avenida manuel villavicencio 1045,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2351-liberty-one-lince-lima-lima-procity,https://e.nexoinmobiliario.pe/customers/procity-grupo-inmobiliario/2351-liberty-one/departamentos-lince-63b3406ad09e5_xm.jpg,Lince,150116
TORATTO GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/toratto-grupo-inmobiliario/logo-381-20250909173510.jpg,LOMBARDIA,Entrega Inmediata,484279,Jr. Manuel Gómez N° 390 ,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2393-lombardia-lince-lima-lima-toratto-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/toratto-grupo-inmobiliario/2393-lombardia/departamentos-lince-691f250901e06_xm.jpg,Lince,150116
GRUPO CARAL,https://e.nexoinmobiliario.pe/customers/grupo-caral/logo-45-20231027061759.jpg,Villa Velarde,Entrega Inmediata,492843,Jirón León Velarde 723 ,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2624-villa-velarde-lince-lima-lima-grupo-caral,https://e.nexoinmobiliario.pe/customers/grupo-caral/2624-villa-velarde/departamentos-lince-640245dc43fd3_xm.jpg,Lince,150116
VARSOVIA INVERSIONES,https://e.nexoinmobiliario.pe/customers/inversiones-generales-varsovia-s-a/logo-285-20231027061806.jpg,Varsovia Lince,Entrega Inmediata,880000,Jirón Pachacutec 2124,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2752-varsovia-lince-lince-lima-lima-varsovia-inversiones,https://e.nexoinmobiliario.pe/customers/inversiones-generales-varsovia-s-a/2752-varsovia-lince/departamentos-lince-68efc6def320d_xm.jpg,Lince,150116
GRUPO SOL,https://e.nexoinmobiliario.pe/customers/grupo-sol/logo-250-20250912115430.jpg,Belisario 967,Entrega Inmediata,595000,"Jiron Belisario Flores 967 - 973, Lince",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2763-belisario-967-lince-lima-lima-grupo-sol,https://e.nexoinmobiliario.pe/customers/grupo-sol/2763-belisario-967/departamentos-lince-68f171292aa63_xm.jpg,Lince,150116
TRIADA,https://e.nexoinmobiliario.pe/customers/triada/logo-94-20250921231245.jpg,TOWER 27,En Construcción,333000,Petit Thouars 2705,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2815-tower-27-lince-lima-lima-triada,https://e.nexoinmobiliario.pe/customers/triada/2815-tower-27/departamentos-lince-68cdd8cc4afb8_xm.jpg,Lince,150116
EFRON ARQUITECTOS,https://e.nexoinmobiliario.pe/customers/efron-arquitectos/logo-358-20231027061809.jpg,Parque Castilla,En Construcción,422750,"Av Joaquin Bernal 708 , 704",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2955-parque-castilla-lince-lima-lima-efron-arquitectos,https://e.nexoinmobiliario.pe/customers/efron-arquitectos/2955-parque-castilla/departamentos-lince-68d7017c394f7_xm.jpg,Lince,150116
CHECOR INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/checor-inmobiliaria/logo-308-20231027061807.jpg,Checor | Los Lirios,En Planos,291000,Av. Petit Thouars 1737,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3009-checor-los-lirios-lince-lima-lima-checor-inmobiliaria,https://e.nexoinmobiliario.pe/customers/checor-inmobiliaria/3009-checor-los-lirios/departamentos-lince-683f66f8eea8e_xm.jpg,Lince,150116
PALACE,https://e.nexoinmobiliario.pe/customers/palace-properties-peru/logo-135-20231027061801.jpg,Residencial Casanova,Entrega Inmediata,514270,"Jirón Domingo Casanova 568, Lima 15046",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3045-residencial-casanova-lince-lima-lima-palace,https://e.nexoinmobiliario.pe/customers/palace-properties-peru/3045-residencial-casanova/departamentos-lince-670806513a38d_xm.jpg,Lince,150116
ABRIL GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/abril-grupo-inmobiliario-ft/logo-426-20250411103938.png,Orquídea,En Construcción,375601," Av. Militar 1727, Lince 15046",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3210-orquidea-lince-lima-lima-abril-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/abril-grupo-inmobiliario-ft/3210-orquidea/departamentos-lince-65cfd0679d070_xm.jpg,Lince,150116
GRUPO SOL,https://e.nexoinmobiliario.pe/customers/grupo-sol/logo-250-20250912115430.jpg,PASEO JAZMINES,Entrega Inmediata,449000,"Jr. Jazmines 516, Lince",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3223-paseo-jazmines-lince-lima-lima-grupo-sol,https://e.nexoinmobiliario.pe/customers/grupo-sol/3223-paseo-jazmines/departamentos-lince-68f1716dc036c_xm.jpg,Lince,150116
ORTIZ INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/ortiz-inmobiliaria/logo-280-20251126153135.png,MASIAS,En Construcción,387777,"Calle Francisco Masías 2806, Lince",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3326-masias-lince-lima-lima-ortiz-inmobiliaria,https://e.nexoinmobiliario.pe/customers/orion-group/3326-masias/departamentos-lince-667dc886eed91_xm.jpg,Lince,150116
GRUPO TyC,https://e.nexoinmobiliario.pe/customers/grupo-tyc/logo-449-20241213103050.png,SLIM,En Construcción,225000,"Av. Arequipa 1587, Lince",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3363-slim-lince-lima-lima-grupo-tyc,https://e.nexoinmobiliario.pe/customers/grupo-tyc/3363-slim/departamentos-lince-6908ee4fb2f5f_xm.jpg,Lince,150116
CENTRAL INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/central-inmobiliaria/logo-545-20250912122234.jpg,ZENTRO,En Construcción,406678,JR BARTOLOME HERRERA 250 LINCE,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3384-zentro-lince-lima-lima-central-inmobiliaria,https://e.nexoinmobiliario.pe/customers/inversiones-inmobiliaria-central-s-a-c/3384-zentro/departamentos-lince-67266ad534184_xm.jpg,Lince,150116
GRANADERO INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/granadero-inmobiliaria/logo-182-20250912114418.jpg,Cross,En Planos,300833,"Calle Las Lilas 104, Esquina con Av. Prolongación Iquitos 2301.",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3392-cross-lince-lima-lima-granadero-inmobiliaria,https://e.nexoinmobiliario.pe/customers/granadero-inmobilaria/3392-cross/departamentos-lince-6855fa078e490_xm.jpg,Lince,150116
EUREKA,https://e.nexoinmobiliario.pe/customers/eureka/logo-194-20250929153132.jpg,VIRIDIAN,En Construcción,365000,Calle Los Geranios 244 -248,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3429-viridian-lince-lima-lima-eureka,https://e.nexoinmobiliario.pe/customers/inmobiliaria-eureka-sac/3429-viridian/departamentos-lince-68aca18feb760_xm.jpg,Lince,150116
GRUPO T&C,https://e.nexoinmobiliario.pe/customers/grupo-t-c/logo-63-20251201094022.png,Mural Lince,En Planos,204614,"Av. Arequipa 1936, Lince",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3469-mural-lince-lince-lima-lima-grupo-t-c,https://e.nexoinmobiliario.pe/customers/grupo-t-c/3469-mural-lince/departamentos-lince-67a67af2abc80_xm.jpg,Lince,150116
ACTUAL,https://e.nexoinmobiliario.pe/customers/actual/logo-86-20250912112921.jpg,Park Orquídeas,En Planos,343800,Calle Los Geranios 208 Lince,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3666-park-orquideas-lince-lima-lima-actual,https://e.nexoinmobiliario.pe/customers/actual-inmobiliaria/3666-park-orquideas/departamentos-lince-685db8f822a3d_xm.jpg,Lince,150116
GRUPO SOL,https://e.nexoinmobiliario.pe/customers/grupo-sol/logo-250-20250912115430.jpg,Beli 465,En Construcción,354000,"Jr. Belisario Flores 465, Lince",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3677-beli-465-lince-lima-lima-grupo-sol,https://e.nexoinmobiliario.pe/customers/gadal-inversiones-sac/3677-beli-465/departamentos-lince-67bf4767cef61_xm.jpg,Lince,150116
URBALIMA,https://e.nexoinmobiliario.pe/customers/urbalima/logo-439-20231027061811.jpg,LUMEN,En Planos,341500,"Av, dos de mayo 131-135",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3814-lumen-lince-lima-lima-urbalima,https://e.nexoinmobiliario.pe/customers/urbalima/3814-lumen/departamentos-lince-6925de5b62076_xm.jpg,Lince,150116
ALERCES INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/alerces-inmobiliaria/logo-183-20250912114550.png,Nara,En Planos,218000,Av.Arequipa 2364,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3823-nara-lince-lima-lima-alerces-inmobiliaria,https://e.nexoinmobiliario.pe/customers/alerces-inmobiliaria/3823-nara/departamentos-lince-68dabfeeb500e_xm.jpg,Lince,150116
CIUDARIS,https://e.nexoinmobiliario.pe/customers/ciudaris/logo-20-20250912141126.jpg,CIUDARIS I TULIV,En Planos,334000,Av. Paseo de la República 2500,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3829-ciudaris-i-tuliv-lince-lima-lima-ciudaris,https://e.nexoinmobiliario.pe/customers/ciudaris/3829-ciudaris-i-tuliv/departamentos-lince-691357c5b72aa_xm.jpg,Lince,150116
MAXX GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/maxx-grupo-inmobiliario/logo-289-20251014104030.png,VENECIA,En Planos,390000,Av. César Canevaro 1420,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3838-venecia-lince-lima-lima-maxx-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/maxx-grupo-inmobiliario-sac/3838-venecia/departamentos-lince-689bc8d3d7c77_xm.jpg,Lince,150116
REAL INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/real-inmobiliaria/logo-288-20250912120529.jpeg,MAIO,En Planos,262000,Calle Los Tulipanes 250,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3860-maio-lince-lima-lima-real-inmobiliaria,https://e.nexoinmobiliario.pe/customers/real-edificaciones-sac/3860-maio/departamentos-lince-68c43087cd304_xm.jpg,Lince,150116
EDIFICA,https://e.nexoinmobiliario.pe/customers/edifica/logo-47-20250912111830.jpg,Bloom,En Planos,372117,Manuel Villavicencio 929,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3866-bloom-lince-lima-lima-edifica,https://e.nexoinmobiliario.pe/customers/gerencia-de-proyectos-edifica-s-a-c/3866-bloom/departamentos-lince-68a8c603abcf0_xm.jpg,Lince,150116
GRATIA CONSTRUCTORA,https://e.nexoinmobiliario.pe/customers/gratia-constructora/logo-279-20250912120438.jpg,HUB,En Planos,292000,Jr. Leon Velarde 650,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3919-hub-lince-lima-lima-gratia-constructora,https://e.nexoinmobiliario.pe/customers/gratia-constructora/3919-hub/departamentos-lince-68f69daf41e9d_xm.jpg,Lince,150116
ORTIZ INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/ortiz-inmobiliaria/logo-280-20251126153135.png,Vizuale 3,En Planos,269777,Jirón Soledad 534,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3945-vizuale-3-lince-lima-lima-ortiz-inmobiliaria,https://e.nexoinmobiliario.pe/customers/ortiz-inmobiliaria/3945-vizuale-3/departamentos-lince-692877c3a9916_xm.jpg,Lince,150116
TRIADA,https://e.nexoinmobiliario.pe/customers/triada/logo-94-20250921231245.jpg,T23,En Planos,317570,"Av. Arenales 2390, Lince",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3979-t23-lince-lima-lima-triada,https://e.nexoinmobiliario.pe/customers/triada/3979-t23/departamentos-lince-691f687a0143f_xm.jpg,Lince,150116
